"DATE","Year","Month","Day","Tmean","Tmax","Tmin","no_Tmin","no_Tmax"
1980-10-11 12:00:00,1980,10,11,21.77777778,27,13,FALSE,FALSE
1980-10-12 12:00:00,1980,10,12,22.38888889,27,10,FALSE,FALSE
1980-10-13 12:00:00,1980,10,13,19,25,13,FALSE,FALSE
1980-10-14 12:00:00,1980,10,14,19.44444444,26,11,FALSE,FALSE
1980-10-15 12:00:00,1980,10,15,21.55555556,27,14,FALSE,FALSE
1980-10-16 12:00:00,1980,10,16,24,27,18,FALSE,FALSE
1980-10-17 12:00:00,1980,10,17,25.72222222,32,22,FALSE,FALSE
1980-10-18 12:00:00,1980,10,18,20,28,13,FALSE,FALSE
1980-10-19 12:00:00,1980,10,19,17.61111111,24,10,FALSE,FALSE
1980-10-20 12:00:00,1980,10,20,18,23,11,FALSE,FALSE
1980-10-21 12:00:00,1980,10,21,18.38888889,23,13,FALSE,FALSE
1980-10-22 12:00:00,1980,10,22,16.88888889,23,10,FALSE,FALSE
1980-10-23 12:00:00,1980,10,23,16.5,23,9,FALSE,FALSE
1980-10-24 12:00:00,1980,10,24,18.16666667,23,12,FALSE,FALSE
1980-10-25 12:00:00,1980,10,25,19.83333333,28,10,FALSE,FALSE
1980-10-26 12:00:00,1980,10,26,16.16666667,20,10,FALSE,FALSE
1980-10-27 12:00:00,1980,10,27,17,22,13,FALSE,FALSE
1980-10-28 12:00:00,1980,10,28,18.38888889,24,14,FALSE,FALSE
1980-10-29 12:00:00,1980,10,29,17.88888889,26,11,FALSE,FALSE
1980-10-30 12:00:00,1980,10,30,17.27777778,24,10,FALSE,FALSE
1980-10-31 12:00:00,1980,10,31,17.11111111,24,9,FALSE,FALSE
1980-11-01 12:00:00,1980,11,1,18.66666667,25,8,FALSE,FALSE
1980-11-02 12:00:00,1980,11,2,16,25,9,FALSE,FALSE
1980-11-03 12:00:00,1980,11,3,17.38888889,23,10,FALSE,FALSE
1980-11-04 12:00:00,1980,11,4,20.72222222,27,16,FALSE,FALSE
1980-11-05 12:00:00,1980,11,5,19.55555556,21,11,FALSE,FALSE
1980-11-06 12:00:00,1980,11,6,16.77777778,23,12,FALSE,FALSE
1980-11-07 12:00:00,1980,11,7,15.77777778,23,8,FALSE,FALSE
1980-11-08 12:00:00,1980,11,8,16.16666667,22,11,FALSE,FALSE
1980-11-09 12:00:00,1980,11,9,21,27,16,FALSE,FALSE
1980-11-10 12:00:00,1980,11,10,20.11111111,25,15,FALSE,FALSE
1980-11-11 12:00:00,1980,11,11,16.5,23,10,FALSE,FALSE
1980-11-12 12:00:00,1980,11,12,16,21,10,FALSE,FALSE
1980-11-13 12:00:00,1980,11,13,17.88888889,24,14,FALSE,FALSE
1980-11-14 12:00:00,1980,11,14,18.77777778,24,14,FALSE,FALSE
1980-11-15 12:00:00,1980,11,15,18.77777778,23,15,FALSE,FALSE
1980-11-16 12:00:00,1980,11,16,18.11111111,23,13,FALSE,FALSE
1980-11-17 12:00:00,1980,11,17,20,22,18,FALSE,FALSE
1980-11-18 12:00:00,1980,11,18,20.22222222,22,19,FALSE,FALSE
1980-11-19 12:00:00,1980,11,19,18,20,16,FALSE,FALSE
1980-11-20 12:00:00,1980,11,20,16.38888889,20,14,FALSE,FALSE
1980-11-21 12:00:00,1980,11,21,16.16666667,21,12,FALSE,FALSE
1980-11-22 12:00:00,1980,11,22,15.27777778,21,10,FALSE,FALSE
1980-11-23 12:00:00,1980,11,23,14.72222222,21,8,FALSE,FALSE
1980-11-24 12:00:00,1980,11,24,16.16666667,22,9,FALSE,FALSE
1980-11-25 12:00:00,1980,11,25,17,24,10,FALSE,FALSE
1980-11-26 12:00:00,1980,11,26,15.5,22,8,FALSE,FALSE
1980-11-27 12:00:00,1980,11,27,16.38888889,20,13,FALSE,FALSE
1980-11-28 12:00:00,1980,11,28,12.11111111,18,7,FALSE,FALSE
1980-11-29 12:00:00,1980,11,29,12.27777778,18,6,FALSE,FALSE
1980-11-30 12:00:00,1980,11,30,9.611111111,14,5,FALSE,FALSE
1980-12-01 12:00:00,1980,12,1,6.555555556,12,2,FALSE,FALSE
1980-12-02 12:00:00,1980,12,2,7.277777778,14,0,FALSE,FALSE
1980-12-03 12:00:00,1980,12,3,8.777777778,14,6,FALSE,FALSE
1980-12-04 12:00:00,1980,12,4,9.5,15,5,FALSE,FALSE
1980-12-05 12:00:00,1980,12,5,10.27777778,16,4,FALSE,FALSE
1980-12-06 12:00:00,1980,12,6,10.44444444,18,6,FALSE,FALSE
1980-12-07 12:00:00,1980,12,7,11,18,3,FALSE,FALSE
1980-12-08 12:00:00,1980,12,8,11.16666667,17,3,FALSE,FALSE
1980-12-09 12:00:00,1980,12,9,10.11111111,14,8,FALSE,FALSE
1980-12-10 12:00:00,1980,12,10,9.5,12,6,FALSE,FALSE
1980-12-11 12:00:00,1980,12,11,8.111111111,15,4,FALSE,FALSE
1980-12-12 12:00:00,1980,12,12,8.111111111,17,1,FALSE,FALSE
1980-12-13 12:00:00,1980,12,13,8.222222222,18,0,FALSE,FALSE
1980-12-14 12:00:00,1980,12,14,7.888888889,16,1,FALSE,FALSE
1980-12-15 12:00:00,1980,12,15,6.5,15,0,FALSE,FALSE
1980-12-16 12:00:00,1980,12,16,8.888888889,16,2,FALSE,FALSE
1980-12-17 12:00:00,1980,12,17,10.88888889,19,2,FALSE,FALSE
1980-12-18 12:00:00,1980,12,18,9.722222222,12,8,FALSE,FALSE
1980-12-19 12:00:00,1980,12,19,10.61111111,14,8,FALSE,FALSE
1980-12-20 12:00:00,1980,12,20,8.777777778,12,6,FALSE,FALSE
1980-12-21 12:00:00,1980,12,21,12.88888889,19,4,FALSE,FALSE
1980-12-22 12:00:00,1980,12,22,12.11111111,16,9,FALSE,FALSE
1980-12-23 12:00:00,1980,12,23,11,15,5,FALSE,FALSE
1980-12-24 12:00:00,1980,12,24,11.55555556,16,5,FALSE,FALSE
1980-12-25 12:00:00,1980,12,25,12.88888889,17,10,FALSE,FALSE
1980-12-26 12:00:00,1980,12,26,12.38888889,18,4,FALSE,FALSE
1980-12-27 12:00:00,1980,12,27,11,15,6,FALSE,FALSE
1980-12-28 12:00:00,1980,12,28,11.11111111,15,6,FALSE,FALSE
1980-12-29 12:00:00,1980,12,29,13.88888889,17,10,FALSE,FALSE
1980-12-30 12:00:00,1980,12,30,15.27777778,17,13,FALSE,FALSE
1980-12-31 12:00:00,1980,12,31,11.16666667,12,9,FALSE,FALSE
1981-01-01 12:00:00,1981,1,1,11.5,14,9,FALSE,FALSE
1981-01-02 12:00:00,1981,1,2,10.77777778,15,7,FALSE,FALSE
1981-01-03 12:00:00,1981,1,3,10.38888889,16,4,FALSE,FALSE
1981-01-04 12:00:00,1981,1,4,10.5,17,5,FALSE,FALSE
1981-01-05 12:00:00,1981,1,5,12,18,5,FALSE,FALSE
1981-01-06 12:00:00,1981,1,6,10.38888889,15,4,FALSE,FALSE
1981-01-07 12:00:00,1981,1,7,10.61111111,16,8,FALSE,FALSE
1981-01-08 12:00:00,1981,1,8,5,6,3,FALSE,FALSE
1981-01-09 12:00:00,1981,1,9,4.111111111,8,1,FALSE,FALSE
1981-01-10 12:00:00,1981,1,10,5,12,0,FALSE,FALSE
1981-01-11 12:00:00,1981,1,11,6.611111111,12,0,FALSE,FALSE
1981-01-12 12:00:00,1981,1,12,9.388888889,15,5,FALSE,FALSE
1981-01-13 12:00:00,1981,1,13,10.83333333,15,7,FALSE,FALSE
1981-01-14 12:00:00,1981,1,14,7.388888889,14,1,FALSE,FALSE
1981-01-15 12:00:00,1981,1,15,9.5,15,4,FALSE,FALSE
1981-01-16 12:00:00,1981,1,16,12.61111111,18,8,FALSE,FALSE
1981-01-17 12:00:00,1981,1,17,12.72222222,18,6,FALSE,FALSE
1981-01-18 12:00:00,1981,1,18,11.83333333,17,9,FALSE,FALSE
1981-01-19 12:00:00,1981,1,19,10.55555556,16,4,FALSE,FALSE
1981-01-20 12:00:00,1981,1,20,13,19,8,FALSE,FALSE
1981-01-21 12:00:00,1981,1,21,11.38888889,16,8,FALSE,FALSE
1981-01-22 12:00:00,1981,1,22,9.277777778,13,6,FALSE,FALSE
1981-01-23 12:00:00,1981,1,23,10,13,7,FALSE,FALSE
1981-01-24 12:00:00,1981,1,24,10.5,15,7,FALSE,FALSE
1981-01-25 12:00:00,1981,1,25,10.83333333,17,4,FALSE,FALSE
1981-01-26 12:00:00,1981,1,26,11.44444444,19,2,FALSE,FALSE
1981-01-27 12:00:00,1981,1,27,9.666666667,15,3,FALSE,FALSE
1981-01-28 12:00:00,1981,1,28,6.722222222,12,2,FALSE,FALSE
1981-01-29 12:00:00,1981,1,29,6.777777778,11,3,FALSE,FALSE
1981-01-30 12:00:00,1981,1,30,7.388888889,13,2,FALSE,FALSE
1981-01-31 12:00:00,1981,1,31,8,13,2,FALSE,FALSE
1981-02-01 12:00:00,1981,2,1,9.888888889,14,7,FALSE,FALSE
1981-02-02 12:00:00,1981,2,2,8.388888889,13,4,FALSE,FALSE
1981-02-03 12:00:00,1981,2,3,8.166666667,13,2,FALSE,FALSE
1981-02-04 12:00:00,1981,2,4,10.5,16,6,FALSE,FALSE
1981-02-05 12:00:00,1981,2,5,10.27777778,15,8,FALSE,FALSE
1981-02-06 12:00:00,1981,2,6,10,15,6,FALSE,FALSE
1981-02-07 12:00:00,1981,2,7,10.88888889,15,5,FALSE,FALSE
1981-02-08 12:00:00,1981,2,8,10.72222222,17,5,FALSE,FALSE
1981-02-09 12:00:00,1981,2,9,11.61111111,19,5,FALSE,FALSE
1981-02-10 12:00:00,1981,2,10,12.5,18,7,FALSE,FALSE
1981-02-11 12:00:00,1981,2,11,11.61111111,19,5,FALSE,FALSE
1981-02-12 12:00:00,1981,2,12,11.88888889,17,7,FALSE,FALSE
1981-02-13 12:00:00,1981,2,13,15,23,11,FALSE,FALSE
1981-02-14 12:00:00,1981,2,14,13.33333333,20,9,FALSE,FALSE
1981-02-15 12:00:00,1981,2,15,10.88888889,14,8,FALSE,FALSE
1981-02-16 12:00:00,1981,2,16,10,14,4,FALSE,FALSE
1981-02-17 12:00:00,1981,2,17,11.88888889,13,10,FALSE,FALSE
1981-02-18 12:00:00,1981,2,18,9.277777778,14,2,FALSE,FALSE
1981-02-19 12:00:00,1981,2,19,11.16666667,16,5,FALSE,FALSE
1981-02-20 12:00:00,1981,2,20,12.11111111,17,6,FALSE,FALSE
1981-02-21 12:00:00,1981,2,21,12.16666667,16,8,FALSE,FALSE
1981-02-22 12:00:00,1981,2,22,9.5,14,6,FALSE,FALSE
1981-02-23 12:00:00,1981,2,23,10.77777778,17,4,FALSE,FALSE
1981-02-24 12:00:00,1981,2,24,10.44444444,15,3,FALSE,FALSE
1981-02-25 12:00:00,1981,2,25,12.11111111,19,6,FALSE,FALSE
1981-02-26 12:00:00,1981,2,26,10.44444444,15,6,FALSE,FALSE
1981-02-27 12:00:00,1981,2,27,11,15,5,FALSE,FALSE
1981-02-28 12:00:00,1981,2,28,14,20,7,FALSE,FALSE
1981-03-01 12:00:00,1981,3,1,14.5,20,9,FALSE,FALSE
1981-03-02 12:00:00,1981,3,2,15.27777778,20,13,FALSE,FALSE
1981-03-03 12:00:00,1981,3,3,14.27777778,17,12,FALSE,FALSE
1981-03-04 12:00:00,1981,3,4,14.5,19,12,FALSE,FALSE
1981-03-05 12:00:00,1981,3,5,13.61111111,18,6,FALSE,FALSE
1981-03-06 12:00:00,1981,3,6,12.38888889,16,8,FALSE,FALSE
1981-03-07 12:00:00,1981,3,7,13.77777778,18,9,FALSE,FALSE
1981-03-08 12:00:00,1981,3,8,13.22222222,17,11,FALSE,FALSE
1981-03-09 12:00:00,1981,3,9,12.61111111,18,6,FALSE,FALSE
1981-03-10 12:00:00,1981,3,10,13.72222222,19,7,FALSE,FALSE
1981-03-11 12:00:00,1981,3,11,14.61111111,23,8,FALSE,FALSE
1981-03-12 12:00:00,1981,3,12,20,32,9,FALSE,FALSE
1981-03-13 12:00:00,1981,3,13,20.11111111,27,16,FALSE,FALSE
1981-03-14 12:00:00,1981,3,14,16.38888889,19,14,FALSE,FALSE
1981-03-15 12:00:00,1981,3,15,14.88888889,22,9,FALSE,FALSE
1981-03-16 12:00:00,1981,3,16,16.5,21,13,FALSE,FALSE
1981-03-17 12:00:00,1981,3,17,14.5,19,8,FALSE,FALSE
1981-03-18 12:00:00,1981,3,18,13.22222222,17,10,FALSE,FALSE
1981-03-19 12:00:00,1981,3,19,11.55555556,18,6,FALSE,FALSE
1981-03-20 12:00:00,1981,3,20,12,19,4,FALSE,FALSE
1981-03-21 12:00:00,1981,3,21,14,21,7,FALSE,FALSE
1981-03-22 12:00:00,1981,3,22,14.38888889,21,8,FALSE,FALSE
1981-03-23 12:00:00,1981,3,23,15.27777778,21,9,FALSE,FALSE
1981-03-24 12:00:00,1981,3,24,13.83333333,21,7,FALSE,FALSE
1981-03-25 12:00:00,1981,3,25,15.72222222,25,8,FALSE,FALSE
1981-03-26 12:00:00,1981,3,26,17.11111111,23,11,FALSE,FALSE
1981-03-27 12:00:00,1981,3,27,18.44444444,25,12,FALSE,FALSE
1981-03-28 12:00:00,1981,3,28,19.83333333,25,13,FALSE,FALSE
1981-03-29 12:00:00,1981,3,29,22.11111111,33,16,FALSE,FALSE
1981-03-30 12:00:00,1981,3,30,21.88888889,26,19,FALSE,FALSE
1981-03-31 12:00:00,1981,3,31,17.5,22,16,FALSE,FALSE
1981-04-01 12:00:00,1981,4,1,17,22,10,FALSE,FALSE
1981-04-02 12:00:00,1981,4,2,16,24,8,FALSE,FALSE
1981-04-03 12:00:00,1981,4,3,17.88888889,22,12,FALSE,FALSE
1981-04-04 12:00:00,1981,4,4,17.66666667,24,14,FALSE,FALSE
1981-04-05 12:00:00,1981,4,5,16.27777778,22,11,FALSE,FALSE
1981-04-06 12:00:00,1981,4,6,15.27777778,20,8,FALSE,FALSE
1981-04-07 12:00:00,1981,4,7,16.22222222,22,10,FALSE,FALSE
1981-04-08 12:00:00,1981,4,8,16.77777778,22,10,FALSE,FALSE
1981-04-09 12:00:00,1981,4,9,20.88888889,32,10,FALSE,FALSE
1981-04-10 12:00:00,1981,4,10,17.22222222,23,14,FALSE,FALSE
1981-04-11 12:00:00,1981,4,11,19.5,28,15,FALSE,FALSE
1981-04-12 12:00:00,1981,4,12,17.72222222,23,13,FALSE,FALSE
1981-04-13 12:00:00,1981,4,13,17.38888889,19,16,FALSE,FALSE
1981-04-14 12:00:00,1981,4,14,16.88888889,20,15,FALSE,FALSE
1981-04-15 12:00:00,1981,4,15,15.83333333,20,9,FALSE,FALSE
1981-04-16 12:00:00,1981,4,16,16.44444444,21,10,FALSE,FALSE
1981-04-17 12:00:00,1981,4,17,17.77777778,24,13,FALSE,FALSE
1981-04-18 12:00:00,1981,4,18,17.11111111,22,13,FALSE,FALSE
1981-04-19 12:00:00,1981,4,19,16.77777778,21,10,FALSE,FALSE
1981-04-20 12:00:00,1981,4,20,17.5,21,11,FALSE,FALSE
1981-04-21 12:00:00,1981,4,21,18.61111111,22,16,FALSE,FALSE
1981-04-22 12:00:00,1981,4,22,17.83333333,20,16,FALSE,FALSE
1981-04-23 12:00:00,1981,4,23,18.38888889,22,14,FALSE,FALSE
1981-04-24 12:00:00,1981,4,24,18.5,24,14,FALSE,FALSE
1981-04-25 12:00:00,1981,4,25,19,25,13,FALSE,FALSE
1981-04-26 12:00:00,1981,4,26,19.38888889,26,16,FALSE,FALSE
1981-04-27 12:00:00,1981,4,27,16.27777778,20,11,FALSE,FALSE
1981-04-28 12:00:00,1981,4,28,17.77777778,23,9,FALSE,FALSE
1981-04-29 12:00:00,1981,4,29,18.61111111,23,14,FALSE,FALSE
1981-04-30 12:00:00,1981,4,30,20.16666667,23,16,FALSE,FALSE
1981-05-01 12:00:00,1981,5,1,19.88888889,25,14,FALSE,FALSE
1981-05-02 12:00:00,1981,5,2,21.5,24,19,FALSE,FALSE
1981-05-03 12:00:00,1981,5,3,20.83333333,26,16,FALSE,FALSE
1981-05-04 12:00:00,1981,5,4,18.61111111,24,13,FALSE,FALSE
1981-05-05 12:00:00,1981,5,5,19.72222222,29,12,FALSE,FALSE
1981-05-06 12:00:00,1981,5,6,17.16666667,24,9,FALSE,FALSE
1981-05-07 12:00:00,1981,5,7,19.16666667,22,12,FALSE,FALSE
1981-05-08 12:00:00,1981,5,8,19,24,15,FALSE,FALSE
1981-05-09 12:00:00,1981,5,9,19.61111111,23,15,FALSE,FALSE
1981-05-10 12:00:00,1981,5,10,21.83333333,29,17,FALSE,FALSE
1981-05-11 12:00:00,1981,5,11,19,23,12,FALSE,FALSE
1981-05-12 12:00:00,1981,5,12,21,30,18,FALSE,FALSE
1981-05-13 12:00:00,1981,5,13,18.5,24,12,FALSE,FALSE
1981-05-14 12:00:00,1981,5,14,19.55555556,25,13,FALSE,FALSE
1981-05-15 12:00:00,1981,5,15,20.72222222,25,19,FALSE,FALSE
1981-05-16 12:00:00,1981,5,16,19.61111111,25,15,FALSE,FALSE
1981-05-17 12:00:00,1981,5,17,19.33333333,25,10,FALSE,FALSE
1981-05-18 12:00:00,1981,5,18,20.77777778,26,13,FALSE,FALSE
1981-05-19 12:00:00,1981,5,19,22.16666667,26,17,FALSE,FALSE
1981-05-20 12:00:00,1981,5,20,21.16666667,25,14,FALSE,FALSE
1981-05-21 12:00:00,1981,5,21,20.61111111,26,14,FALSE,FALSE
1981-05-22 12:00:00,1981,5,22,20.77777778,26,13,FALSE,FALSE
1981-05-23 12:00:00,1981,5,23,21.77777778,27,16,FALSE,FALSE
1981-05-24 12:00:00,1981,5,24,20.77777778,25,15,FALSE,FALSE
1981-05-25 12:00:00,1981,5,25,20.77777778,25,14,FALSE,FALSE
1981-05-26 12:00:00,1981,5,26,22.38888889,26,17,FALSE,FALSE
1981-05-27 12:00:00,1981,5,27,21.61111111,25,19,FALSE,FALSE
1981-05-28 12:00:00,1981,5,28,20.77777778,26,14,FALSE,FALSE
1981-05-29 12:00:00,1981,5,29,18.88888889,26,11,FALSE,FALSE
1981-05-30 12:00:00,1981,5,30,21.88888889,26,17,FALSE,FALSE
1981-05-31 12:00:00,1981,5,31,23.88888889,28,17,FALSE,FALSE
1981-06-01 12:00:00,1981,6,1,26.5,32,22,FALSE,FALSE
1981-06-02 12:00:00,1981,6,2,24.11111111,31,19,FALSE,FALSE
1981-06-03 12:00:00,1981,6,3,22.61111111,28,18,FALSE,FALSE
1981-06-04 12:00:00,1981,6,4,23.61111111,29,19,FALSE,FALSE
1981-06-05 12:00:00,1981,6,5,22.11111111,26,18,FALSE,FALSE
1981-06-06 12:00:00,1981,6,6,21.22222222,26,14,FALSE,FALSE
1981-06-07 12:00:00,1981,6,7,21.77777778,27,16,FALSE,FALSE
1981-06-08 12:00:00,1981,6,8,22.88888889,29,16,FALSE,FALSE
1981-06-09 12:00:00,1981,6,9,22.77777778,28,14,FALSE,FALSE
1981-06-10 12:00:00,1981,6,10,22.38888889,28,15,FALSE,FALSE
1981-06-11 12:00:00,1981,6,11,24.16666667,29,17,FALSE,FALSE
1981-06-12 12:00:00,1981,6,12,23.88888889,31,16,FALSE,FALSE
1981-06-13 12:00:00,1981,6,13,23.38888889,32,18,FALSE,FALSE
1981-06-14 12:00:00,1981,6,14,24.83333333,29,19,FALSE,FALSE
1981-06-15 12:00:00,1981,6,15,24.77777778,30,18,FALSE,FALSE
1981-06-16 12:00:00,1981,6,16,25.27777778,31,18,FALSE,FALSE
1981-06-17 12:00:00,1981,6,17,25.38888889,33,18,FALSE,FALSE
1981-06-18 12:00:00,1981,6,18,26.77777778,33,21,FALSE,FALSE
1981-06-19 12:00:00,1981,6,19,23.61111111,28,20,FALSE,FALSE
1981-06-20 12:00:00,1981,6,20,23.33333333,27,16,FALSE,FALSE
1981-06-21 12:00:00,1981,6,21,22.77777778,27,17,FALSE,FALSE
1981-06-22 12:00:00,1981,6,22,23.33333333,28,17,FALSE,FALSE
1981-06-23 12:00:00,1981,6,23,23.83333333,28,19,FALSE,FALSE
1981-06-24 12:00:00,1981,6,24,23.11111111,27,20,FALSE,FALSE
1981-06-25 12:00:00,1981,6,25,23.16666667,26,20,FALSE,FALSE
1981-06-26 12:00:00,1981,6,26,26.22222222,30,22,FALSE,FALSE
1981-06-27 12:00:00,1981,6,27,24,29,19,FALSE,FALSE
1981-06-28 12:00:00,1981,6,28,27.16666667,31,24,FALSE,FALSE
1981-06-29 12:00:00,1981,6,29,26.11111111,32,22,FALSE,FALSE
1981-06-30 12:00:00,1981,6,30,25.88888889,31,22,FALSE,FALSE
1981-07-01 12:00:00,1981,7,1,26.22222222,31,21,FALSE,FALSE
1981-07-02 12:00:00,1981,7,2,26.72222222,32,20,FALSE,FALSE
1981-07-03 12:00:00,1981,7,3,28.72222222,37,23,FALSE,FALSE
1981-07-04 12:00:00,1981,7,4,27.38888889,34,23,FALSE,FALSE
1981-07-05 12:00:00,1981,7,5,25,30,20,FALSE,FALSE
1981-07-06 12:00:00,1981,7,6,25.55555556,30,18,FALSE,FALSE
1981-07-07 12:00:00,1981,7,7,23.88888889,31,19,FALSE,FALSE
1981-07-08 12:00:00,1981,7,8,24.5,35,19,FALSE,FALSE
1981-07-09 12:00:00,1981,7,9,26.27777778,31,23,FALSE,FALSE
1981-07-10 12:00:00,1981,7,10,27.72222222,35,21,FALSE,FALSE
1981-07-11 12:00:00,1981,7,11,25.38888889,31,22,FALSE,FALSE
1981-07-12 12:00:00,1981,7,12,25,31,21,FALSE,FALSE
1981-07-13 12:00:00,1981,7,13,24.16666667,30,19,FALSE,FALSE
1981-07-14 12:00:00,1981,7,14,24.61111111,32,19,FALSE,FALSE
1981-07-15 12:00:00,1981,7,15,24.77777778,31,20,FALSE,FALSE
1981-07-16 12:00:00,1981,7,16,24.11111111,28,19,FALSE,FALSE
1981-07-17 12:00:00,1981,7,17,25.22222222,30,18,FALSE,FALSE
1981-07-18 12:00:00,1981,7,18,29.11111111,36,22,FALSE,FALSE
1981-07-19 12:00:00,1981,7,19,25.77777778,31,22,FALSE,FALSE
1981-07-20 12:00:00,1981,7,20,23.5,30,19,FALSE,FALSE
1981-07-21 12:00:00,1981,7,21,23.61111111,30,17,FALSE,FALSE
1981-07-22 12:00:00,1981,7,22,24,28,18,FALSE,FALSE
1981-07-23 12:00:00,1981,7,23,25.61111111,30,20,FALSE,FALSE
1981-07-24 12:00:00,1981,7,24,26.22222222,32,19,FALSE,FALSE
1981-07-25 12:00:00,1981,7,25,26.5,33,21,FALSE,FALSE
1981-07-26 12:00:00,1981,7,26,25.11111111,32,20,FALSE,FALSE
1981-07-27 12:00:00,1981,7,27,23.77777778,30,19,FALSE,FALSE
1981-07-28 12:00:00,1981,7,28,22.61111111,28,18,FALSE,FALSE
1981-07-29 12:00:00,1981,7,29,24.16666667,29,19,FALSE,FALSE
1981-07-30 12:00:00,1981,7,30,23.38888889,28,17,FALSE,FALSE
1981-07-31 12:00:00,1981,7,31,23.5,29,17,FALSE,FALSE
1981-08-01 12:00:00,1981,8,1,23.88888889,29,16,FALSE,FALSE
1981-08-02 12:00:00,1981,8,2,24.88888889,30,17,FALSE,FALSE
1981-08-03 12:00:00,1981,8,3,25.83333333,33,19,FALSE,FALSE
1981-08-04 12:00:00,1981,8,4,25.55555556,32,18,FALSE,FALSE
1981-08-05 12:00:00,1981,8,5,26.77777778,36,19,FALSE,FALSE
1981-08-06 12:00:00,1981,8,6,27.77777778,36,20,FALSE,FALSE
1981-08-07 12:00:00,1981,8,7,28,35,20,FALSE,FALSE
1981-08-08 12:00:00,1981,8,8,28.11111111,35,21,FALSE,FALSE
1981-08-09 12:00:00,1981,8,9,29.55555556,35,22,FALSE,FALSE
1981-08-10 12:00:00,1981,8,10,32.83333333,39,24,FALSE,FALSE
1981-08-11 12:00:00,1981,8,11,29.72222222,33,25,FALSE,FALSE
1981-08-12 12:00:00,1981,8,12,28.55555556,34,24,FALSE,FALSE
1981-08-13 12:00:00,1981,8,13,29.27777778,37,24,FALSE,FALSE
1981-08-14 12:00:00,1981,8,14,27,33,22,FALSE,FALSE
1981-08-15 12:00:00,1981,8,15,25.5,30,20,FALSE,FALSE
1981-08-16 12:00:00,1981,8,16,24.83333333,30,20,FALSE,FALSE
1981-08-17 12:00:00,1981,8,17,25.72222222,31,19,FALSE,FALSE
1981-08-18 12:00:00,1981,8,18,26,31,20,FALSE,FALSE
1981-08-19 12:00:00,1981,8,19,26.16666667,31,20,FALSE,FALSE
1981-08-20 12:00:00,1981,8,20,26.44444444,31,20,FALSE,FALSE
1981-08-21 12:00:00,1981,8,21,28.61111111,36,23,FALSE,FALSE
1981-08-22 12:00:00,1981,8,22,27,32,24,FALSE,FALSE
1981-08-23 12:00:00,1981,8,23,27,32,22,FALSE,FALSE
1981-08-24 12:00:00,1981,8,24,28,32,25,FALSE,FALSE
1981-08-25 12:00:00,1981,8,25,26,30,22,FALSE,FALSE
1981-08-26 12:00:00,1981,8,26,24.11111111,30,19,FALSE,FALSE
1981-08-27 12:00:00,1981,8,27,23,28,19,FALSE,FALSE
1981-08-28 12:00:00,1981,8,28,23.16666667,28,18,FALSE,FALSE
1981-08-29 12:00:00,1981,8,29,22.88888889,28,17,FALSE,FALSE
1981-08-30 12:00:00,1981,8,30,25.11111111,30,19,FALSE,FALSE
1981-08-31 12:00:00,1981,8,31,26.61111111,31,20,FALSE,FALSE
1981-09-01 12:00:00,1981,9,1,27.11111111,32,22,FALSE,FALSE
1981-09-02 12:00:00,1981,9,2,26,33,21,FALSE,FALSE
1981-09-03 12:00:00,1981,9,3,25.61111111,30,22,FALSE,FALSE
1981-09-04 12:00:00,1981,9,4,25,30,21,FALSE,FALSE
1981-09-05 12:00:00,1981,9,5,25,31,21,FALSE,FALSE
1981-09-06 12:00:00,1981,9,6,24.83333333,28,21,FALSE,FALSE
1981-09-07 12:00:00,1981,9,7,23.38888889,29,19,FALSE,FALSE
1981-09-08 12:00:00,1981,9,8,24,28,19,FALSE,FALSE
1981-09-09 12:00:00,1981,9,9,22.72222222,29,17,FALSE,FALSE
1981-09-10 12:00:00,1981,9,10,24,29,18,FALSE,FALSE
1981-09-11 12:00:00,1981,9,11,26.11111111,33,18,FALSE,FALSE
1981-09-12 12:00:00,1981,9,12,26.44444444,31,21,FALSE,FALSE
1981-09-13 12:00:00,1981,9,13,24.88888889,31,20,FALSE,FALSE
1981-09-14 12:00:00,1981,9,14,25.5,30,21,FALSE,FALSE
1981-09-15 12:00:00,1981,9,15,25.27777778,30,21,FALSE,FALSE
1981-09-16 12:00:00,1981,9,16,24,29,18,FALSE,FALSE
1981-09-17 12:00:00,1981,9,17,24,29,18,FALSE,FALSE
1981-09-18 12:00:00,1981,9,18,25.27777778,30,20,FALSE,FALSE
1981-09-19 12:00:00,1981,9,19,26.5,31,22,FALSE,FALSE
1981-09-20 12:00:00,1981,9,20,25.88888889,31,21,FALSE,FALSE
1981-09-21 12:00:00,1981,9,21,26.38888889,30,23,FALSE,FALSE
1981-09-22 12:00:00,1981,9,22,27.27777778,31,25,FALSE,FALSE
1981-09-23 12:00:00,1981,9,23,26.11111111,31,21,FALSE,FALSE
1981-09-24 12:00:00,1981,9,24,26.72222222,31,20,FALSE,FALSE
1981-09-25 12:00:00,1981,9,25,25,30,22,FALSE,FALSE
1981-09-26 12:00:00,1981,9,26,25.61111111,31,20,FALSE,FALSE
1981-09-27 12:00:00,1981,9,27,26.16666667,30,22,FALSE,FALSE
1981-09-28 12:00:00,1981,9,28,24.77777778,29,21,FALSE,FALSE
1981-09-29 12:00:00,1981,9,29,23,29,20,FALSE,FALSE
1981-09-30 12:00:00,1981,9,30,22.11111111,28,17,FALSE,FALSE
