"DATE","Year","Month","Day","Tmin","Tmax","Tmean","Prec","source_Tmin","source_Tmax"
1985-07-23 12:00:00,1985,7,23,21.5982905982906,39.2197435897436,NA,NA,"601410_99999","601410_99999"
1985-07-24 12:00:00,1985,7,24,19.9938461538461,37.9301709401709,NA,NA,"601410_99999","601410_99999"
1985-07-25 12:00:00,1985,7,25,21.8421503167266,32.4716658106489,NA,NA,"601410_99999","601410_99999"
1985-07-26 12:00:00,1985,7,26,17.4272445820433,28.7833677330581,NA,NA,"601410_99999","601410_99999"
1985-07-27 12:00:00,1985,7,27,15.1864771748493,32.9478897502153,NA,NA,"601410_99999","601410_99999"
1985-07-28 12:00:00,1985,7,28,19.9689440993789,31.3698240165632,NA,NA,"601410_99999","601410_99999"
1985-07-29 12:00:00,1985,7,29,14.6693450838085,28.8892344911007,NA,NA,"601410_99999","601410_99999"
1985-07-30 12:00:00,1985,7,30,16.1829710144928,24.7360248447205,NA,NA,"601410_99999","601410_99999"
1985-07-31 12:00:00,1985,7,31,12.5592592592593,23.9149870801034,NA,NA,"601410_99999","601410_99999"
1985-08-01 12:00:00,1985,8,1,13.7908902691511,29.7644064872326,NA,NA,"601410_99999","601410_99999"
1985-08-02 12:00:00,1985,8,2,18.6683031869078,34.2849267872524,NA,NA,"601410_99999","601410_99999"
1985-08-03 12:00:00,1985,8,3,23.6710526315789,35.4263845889233,NA,NA,"601410_99999","601410_99999"
1985-08-04 12:00:00,1985,8,4,21.6707946336429,43.124957000344,NA,NA,"601410_99999","601410_99999"
1985-08-05 12:00:00,1985,8,5,20.5479993130689,34.2629228919801,NA,NA,"601410_99999","601410_99999"
1985-08-06 12:00:00,1985,8,6,14.5849673202614,31.8627450980392,NA,NA,"601410_99999","601410_99999"
1985-08-07 12:00:00,1985,8,7,18.0977605512489,35.5161929371232,NA,NA,"601410_99999","601410_99999"
1985-08-08 12:00:00,1985,8,8,19.1836611456177,34.1213768115942,NA,NA,"601410_99999","601410_99999"
1985-08-09 12:00:00,1985,8,9,19.4506556245687,32.0083678398896,NA,NA,"601410_99999","601410_99999"
1985-08-10 12:00:00,1985,8,10,16.9352282515073,31.8566752799311,NA,NA,"601410_99999","601410_99999"
1985-08-11 12:00:00,1985,8,11,15.7579119367045,32.9671482628139,NA,NA,"601410_99999","601410_99999"
1985-08-12 12:00:00,1985,8,12,17.9574102696205,32.1135153700841,NA,NA,"601410_99999","601410_99999"
1985-08-13 12:00:00,1985,8,13,17.9646230465396,34.5238708569466,NA,NA,"601410_99999","601410_99999"
1985-08-14 12:00:00,1985,8,14,20.8504207453203,39.1034690022325,NA,NA,"601410_99999","601410_99999"
1985-08-15 12:00:00,1985,8,15,21.3453813128311,39.4828267216212,NA,NA,"linear_interpolation","601410_99999"
1985-08-16 12:00:00,1985,8,16,21.8403418803419,36.832735042735,NA,NA,"601410_99999","601410_99999"
1985-08-17 12:00:00,1985,8,17,16.2488888888889,32.1029914529914,NA,NA,"601410_99999","601410_99999"
1985-08-18 12:00:00,1985,8,18,15.8494264680705,33.9577127204246,NA,NA,"601410_99999","601410_99999"
1985-08-19 12:00:00,1985,8,19,16.9837856289469,34.363372589179,NA,NA,"601410_99999","601410_99999"
1985-08-20 12:00:00,1985,8,20,18.0667349377027,35.0196279228537,NA,NA,"601410_99999","601410_99999"
1985-08-21 12:00:00,1985,8,21,17.8243865030675,35.7294648943422,NA,NA,"601410_99999","601410_99999"
1985-08-22 12:00:00,1985,8,22,18.8438139059305,36.1298568507157,NA,NA,"601410_99999","601410_99999"
1985-08-23 12:00:00,1985,8,23,20.8658827539196,35.2545160190866,NA,NA,"601410_99999","601410_99999"
1985-08-24 12:00:00,1985,8,24,17.6416155419223,30.1561008861622,NA,NA,"601410_99999","601410_99999"
1985-08-25 12:00:00,1985,8,25,14.864339109752,28.0629459734964,NA,NA,"601410_99999","601410_99999"
1985-08-26 12:00:00,1985,8,26,13.0558958652374,32.1751744087119,NA,NA,"601410_99999","601410_99999"
1985-08-27 12:00:00,1985,8,27,16.3664792092706,37.5555555555556,NA,NA,"601410_99999","601410_99999"
1985-08-28 12:00:00,1985,8,28,20.6662399726916,36.2273425499232,NA,NA,"601410_99999","601410_99999"
1985-08-29 12:00:00,1985,8,29,15.6788888888889,32.1141025641026,NA,NA,"601410_99999","601410_99999"
1985-08-30 12:00:00,1985,8,30,21.6800427350428,34.2057692307692,NA,NA,"linear_interpolation","linear_interpolation"
1985-08-31 12:00:00,1985,8,31,27.6811965811966,36.2974358974359,NA,NA,"601410_99999","601410_99999"
1985-09-01 12:00:00,1985,9,1,16.8507642108879,36.5420745320282,NA,NA,"601410_99999","601410_99999"
1985-09-02 12:00:00,1985,9,2,21.7779495105616,36.8161600549545,NA,NA,"601410_99999","601410_99999"
1985-09-03 12:00:00,1985,9,3,18.2103359173127,36.1740740740741,NA,NA,"601410_99999","601410_99999"
1985-09-04 12:00:00,1985,9,4,18.991718426501,36.4927536231884,NA,NA,"601410_99999","601410_99999"
1985-09-05 12:00:00,1985,9,5,16.4858742463394,35.2812230835487,NA,NA,"601410_99999","601410_99999"
1985-09-06 12:00:00,1985,9,6,23.5981452859351,33.8787566546454,NA,NA,"601410_99999","601410_99999"
1985-09-07 12:00:00,1985,9,7,19.2714236647776,30.6167782929761,NA,NA,"601410_99999","601410_99999"
1985-09-08 12:00:00,1985,9,8,19.0299277605779,33.8452872377021,NA,NA,"601410_99999","601410_99999"
1985-09-09 12:00:00,1985,9,9,18.1461897356143,31.5194401244168,NA,NA,"601410_99999","601410_99999"
1985-09-10 12:00:00,1985,9,10,17.0649585921325,29.6726190476191,NA,NA,"601410_99999","601410_99999"
1985-09-11 12:00:00,1985,9,11,14.5888888888889,29.0516795865633,NA,NA,"601410_99999","601410_99999"
1985-09-12 12:00:00,1985,9,12,20.107934054611,30.6864159368023,NA,NA,"601410_99999","601410_99999"
1985-09-13 12:00:00,1985,9,13,17.6139403292181,33.4303840877915,NA,NA,"601410_99999","601410_99999"
1985-09-14 12:00:00,1985,9,14,18.5968572900567,36.2352739137901,NA,NA,"601410_99999","601410_99999"
1985-09-15 12:00:00,1985,9,15,20.3623151014792,38.1353629170967,NA,NA,"601410_99999","601410_99999"
1985-09-16 12:00:00,1985,9,16,18.863511659808,31.2492283950617,NA,NA,"601410_99999","601410_99999"
1985-09-17 12:00:00,1985,9,17,15.18,31.9831623931624,NA,NA,"601410_99999","601410_99999"
1985-09-18 12:00:00,1985,9,18,14.7032186269474,26.484934086629,NA,NA,"601410_99999","601410_99999"
1985-09-19 12:00:00,1985,9,19,16.8620512820513,26.7719658119658,NA,NA,"601410_99999","601410_99999"
1985-09-20 12:00:00,1985,9,20,16.5946153846154,29.2690598290598,NA,NA,"601410_99999","601410_99999"
1985-09-21 12:00:00,1985,9,21,18.2441700960219,23.5407235939643,NA,NA,"601410_99999","601410_99999"
1985-09-22 12:00:00,1985,9,22,13.6649519890261,26.5691872427983,NA,NA,"601410_99999","601410_99999"
1985-09-23 12:00:00,1985,9,23,13.4549897119342,26.0258916323731,NA,NA,"601410_99999","601410_99999"
1985-09-24 12:00:00,1985,9,24,13.2973504273504,27.5330769230769,NA,NA,"601410_99999","601410_99999"
1985-09-25 12:00:00,1985,9,25,14.4161958568738,29.0892826570793,NA,NA,"601410_99999","601410_99999"
1985-09-26 12:00:00,1985,9,26,15.2199038296411,31.0816589386914,NA,NA,"601410_99999","601410_99999"
1985-09-27 12:00:00,1985,9,27,17.7385620915033,31.749398004816,NA,NA,"601410_99999","601410_99999"
1985-09-28 12:00:00,1985,9,28,16.2757997936016,30.5884932920537,NA,NA,"601410_99999","601410_99999"
1985-09-29 12:00:00,1985,9,29,20.2262579426413,32.9935600206079,NA,NA,"601410_99999","601410_99999"
1985-09-30 12:00:00,1985,9,30,23.1838726245506,32.9722650231125,NA,NA,"601410_99999","601410_99999"
1985-10-01 12:00:00,1985,10,1,20.6969230769231,29.8964102564103,NA,NA,"601410_99999","601410_99999"
1985-10-02 12:00:00,1985,10,2,19.6826131687243,32.9181241426612,NA,NA,"601410_99999","601410_99999"
1985-10-03 12:00:00,1985,10,3,22.2508573388203,30.4537037037037,NA,NA,"601410_99999","601410_99999"
1985-10-04 12:00:00,1985,10,4,16.7585139318885,25.9723942208462,NA,NA,"601410_99999","601410_99999"
1985-10-05 12:00:00,1985,10,5,15.3893195521103,25.2542635658915,NA,NA,"601410_99999","601410_99999"
1985-10-06 12:00:00,1985,10,6,12.2304781561748,27.2609219126247,NA,NA,"601410_99999","601410_99999"
1985-10-07 12:00:00,1985,10,7,11.6366529067767,26.8766769865841,NA,NA,"601410_99999","601410_99999"
1985-10-08 12:00:00,1985,10,8,11.7395348837209,25.2907838070629,NA,NA,"601410_99999","601410_99999"
1985-10-09 12:00:00,1985,10,9,14.5211024978467,25.2976744186047,NA,NA,"601410_99999","601410_99999"
1985-10-10 12:00:00,1985,10,10,11.5326292289198,29.1390176884767,NA,NA,"601410_99999","601410_99999"
1985-10-11 12:00:00,1985,10,11,11.0017146776406,27.51140260631,NA,NA,"601410_99999","601410_99999"
1985-10-12 12:00:00,1985,10,12,12.8000390786997,28.4306367036718,NA,NA,"linear_interpolation","linear_interpolation"
1985-10-13 12:00:00,1985,10,13,14.5983634797588,29.3498708010336,NA,NA,"601410_99999","601410_99999"
1985-10-14 12:00:00,1985,10,14,13.9131606990334,28.9216832856769,NA,NA,"linear_interpolation","linear_interpolation"
1985-10-15 12:00:00,1985,10,15,13.2279579183081,28.4934957703201,NA,NA,"linear_interpolation","linear_interpolation"
1985-10-16 12:00:00,1985,10,16,12.5427551375827,28.0653082549634,NA,NA,"601410_99999","601410_99999"
1985-10-17 12:00:00,1985,10,17,18.2029175401817,28.1736547868623,NA,NA,"601410_99999","601410_99999"
1985-10-18 12:00:00,1985,10,18,19.3378756114605,26.0511879804333,NA,NA,"601410_99999","601410_99999"
1985-10-19 12:00:00,1985,10,19,17.2078092243187,24.1398497554158,NA,NA,"601410_99999","601410_99999"
1985-10-20 12:00:00,1985,10,20,14.896062992126,25.5357830271216,NA,NA,"601410_99999","601410_99999"
1985-10-21 12:00:00,1985,10,21,12.7521837875611,27.9373689727463,NA,NA,"601410_99999","601410_99999"
1985-10-22 12:00:00,1985,10,22,13.694357092942,29.0611460517121,NA,NA,"601410_99999","601410_99999"
1985-10-23 12:00:00,1985,10,23,14.474978127734,25.0580927384077,NA,NA,"601410_99999","601410_99999"
1985-10-24 12:00:00,1985,10,24,12.5029887482419,26.7957102672293,NA,NA,"601410_99999","601410_99999"
1985-10-25 12:00:00,1985,10,25,16.2735583684951,28.0911568213783,NA,NA,"601410_99999","601410_99999"
1985-10-26 12:00:00,1985,10,26,18.0395822362647,26.320168509742,NA,NA,"601410_99999","601410_99999"
1985-10-27 12:00:00,1985,10,27,13.5231335436383,22.5802663862601,NA,NA,"601410_99999","601410_99999"
1985-10-28 12:00:00,1985,10,28,10.0299684542587,19.5849106203996,NA,NA,"601410_99999","601410_99999"
1985-10-29 12:00:00,1985,10,29,6.92206424433913,13.4068808144638,NA,NA,"601410_99999","601410_99999"
1985-10-30 12:00:00,1985,10,30,10.0312335958005,22.1483814523185,NA,NA,"601410_99999","601410_99999"
1985-10-31 12:00:00,1985,10,31,10.8508758048399,22.8574255543031,NA,NA,"linear_interpolation","linear_interpolation"
1985-11-01 12:00:00,1985,11,1,11.6705180138794,23.5664696562878,NA,NA,"linear_interpolation","linear_interpolation"
1985-11-02 12:00:00,1985,11,2,12.4901602229188,24.2755137582724,NA,NA,"601410_99999","601410_99999"
1985-11-03 12:00:00,1985,11,3,14.2633001918716,19.0607884179313,NA,NA,"601410_99999","601410_99999"
1985-11-04 12:00:00,1985,11,4,10.9699110413396,21.6743415314844,NA,NA,"601410_99999","601410_99999"
1985-11-05 12:00:00,1985,11,5,11.8981481481481,23.8929070580014,NA,NA,"601410_99999","601410_99999"
1985-11-06 12:00:00,1985,11,6,13.6119846261356,24.7937631027254,NA,NA,"601410_99999","601410_99999"
1985-11-07 12:00:00,1985,11,7,12.5213473315836,27.7885389326334,NA,NA,"601410_99999","601410_99999"
1985-11-08 12:00:00,1985,11,8,10.7291338582677,30.9152230971129,NA,NA,"601410_99999","601410_99999"
1985-11-09 12:00:00,1985,11,9,13.7848867825171,29.7807618044585,NA,NA,"601410_99999","601410_99999"
1985-11-10 12:00:00,1985,11,10,17.7182602570875,27.4848564888185,NA,NA,"601410_99999","601410_99999"
1985-11-11 12:00:00,1985,11,11,12.7289908579466,25.7129043600563,NA,NA,"601410_99999","601410_99999"
1985-11-12 12:00:00,1985,11,12,14.2755801687764,17.3365857946554,NA,NA,"601410_99999","601410_99999"
1985-11-13 12:00:00,1985,11,13,10.076147914476,16.6022607781283,NA,NA,"601410_99999","601410_99999"
1985-11-14 12:00:00,1985,11,14,10.5528476589797,13.2162823200559,NA,NA,"601410_99999","601410_99999"
1985-11-15 12:00:00,1985,11,15,10.8011879804333,16.4318658280922,NA,NA,"601410_99999","601410_99999"
1985-11-16 12:00:00,1985,11,16,9.41959755030621,14.1003499562555,NA,NA,"601410_99999","601410_99999"
1985-11-17 12:00:00,1985,11,17,6.31402492539933,14.5199227663683,NA,NA,"601410_99999","601410_99999"
1985-11-18 12:00:00,1985,11,18,6.2443918682089,16.9675779880827,NA,NA,"601410_99999","601410_99999"
1985-11-19 12:00:00,1985,11,19,11.1258324570627,11.3847704171048,NA,NA,"601410_99999","601410_99999"
1985-11-20 12:00:00,1985,11,20,10.3131363377055,13.376176368968,NA,NA,"linear_interpolation","linear_interpolation"
1985-11-21 12:00:00,1985,11,21,9.5004402183483,15.3675823208311,NA,NA,"601410_99999","601410_99999"
1985-11-22 12:00:00,1985,11,22,4.59619097770756,12.9899947340706,NA,NA,"601410_99999","601410_99999"
1985-11-23 12:00:00,1985,11,23,2.31837270341208,13.5124234470691,NA,NA,"601410_99999","601410_99999"
1985-11-24 12:00:00,1985,11,24,5.61364829396326,20.7304461942257,NA,NA,"601410_99999","601410_99999"
1985-11-25 12:00:00,1985,11,25,12.6054243219598,21.4590551181102,NA,NA,"601410_99999","601410_99999"
1985-11-26 12:00:00,1985,11,26,12.573168594462,18.4637223974763,NA,NA,"601410_99999","601410_99999"
1985-11-27 12:00:00,1985,11,27,10.9292209083288,17.9922659919616,NA,NA,"linear_interpolation","linear_interpolation"
1985-11-28 12:00:00,1985,11,28,9.28527322219559,17.5208095864468,NA,NA,"linear_interpolation","linear_interpolation"
1985-11-29 12:00:00,1985,11,29,7.64132553606238,17.0493531809321,NA,NA,"601410_99999","601410_99999"
1985-11-30 12:00:00,1985,11,30,10.1884288747346,14.6208421797594,NA,NA,"601410_99999","601410_99999"
1985-12-01 12:00:00,1985,12,1,11.4108630161262,20.7224880382775,NA,NA,"601410_99999","601410_99999"
1985-12-02 12:00:00,1985,12,2,6.65401627742392,22.2016985138004,NA,NA,"601410_99999","601410_99999"
1985-12-03 12:00:00,1985,12,3,6.34023354564756,22.0158351026185,NA,NA,"601410_99999","601410_99999"
1985-12-04 12:00:00,1985,12,4,5.91247129482424,20.6082847553436,NA,NA,"601410_99999","601410_99999"
1985-12-05 12:00:00,1985,12,5,10.926511954993,20.1133966244726,NA,NA,"601410_99999","601410_99999"
1985-12-06 12:00:00,1985,12,6,8.95225557310865,14.3425487098473,NA,NA,"601410_99999","601410_99999"
1985-12-07 12:00:00,1985,12,7,4.78978268489309,14.5145460918332,NA,NA,"601410_99999","601410_99999"
1985-12-08 12:00:00,1985,12,8,5.70194839389152,10.9914867474109,NA,NA,"601410_99999","601410_99999"
1985-12-09 12:00:00,1985,12,9,7.07295413259544,11.2228035651004,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-10 12:00:00,1985,12,10,8.44395987129936,11.45412038279,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-11 12:00:00,1985,12,11,9.81496561000328,11.6854372004795,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-12 12:00:00,1985,12,12,11.1859713487072,11.9167540181691,NA,NA,"601410_99999","601410_99999"
1985-12-13 12:00:00,1985,12,13,10.2547865642843,12.336956724094,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-14 12:00:00,1985,12,14,9.32360177986138,12.7571594300188,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-15 12:00:00,1985,12,15,8.39241699543846,13.1773621359437,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-16 12:00:00,1985,12,16,7.46123221101555,13.5975648418686,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-17 12:00:00,1985,12,17,6.53004742659264,14.0177675477934,NA,NA,"linear_interpolation","linear_interpolation"
1985-12-18 12:00:00,1985,12,18,5.59886264216973,14.4379702537183,NA,NA,"601410_99999","601410_99999"
1985-12-19 12:00:00,1985,12,19,6.60205696202532,15.5978375527426,NA,NA,"601410_99999","601410_99999"
1985-12-20 12:00:00,1985,12,20,6.01775304716481,15.4084967320261,NA,NA,"601410_99999","601410_99999"
1985-12-21 12:00:00,1985,12,21,3.86137650389243,15.0888181174805,NA,NA,"601410_99999","601410_99999"
1985-12-22 12:00:00,1985,12,22,4.65215852795471,16.4418789808917,NA,NA,"601410_99999","601410_99999"
1985-12-23 12:00:00,1985,12,23,9.4954954954955,13.7255785196962,NA,NA,"601410_99999","601410_99999"
1985-12-24 12:00:00,1985,12,24,6.30433646812957,15.932079414838,NA,NA,"601410_99999","601410_99999"
1985-12-25 12:00:00,1985,12,25,7.69715234102027,14.1092767295597,NA,NA,"601410_99999","601410_99999"
1985-12-26 12:00:00,1985,12,26,5.22466422466422,14.7344322344322,NA,NA,"601410_99999","601410_99999"
1985-12-27 12:00:00,1985,12,27,6.37885923600209,18.0816326530612,NA,NA,"601410_99999","601410_99999"
1985-12-28 12:00:00,1985,12,28,6.77030081724918,17.2030951138932,NA,NA,"601410_99999","601410_99999"
1985-12-29 12:00:00,1985,12,29,10.1490216631726,9.9517819706499,NA,NA,"601410_99999","601410_99999"
1985-12-30 12:00:00,1985,12,30,8.40100052659295,8.83921362120414,NA,NA,"601410_99999","601410_99999"
1985-12-31 12:00:00,1985,12,31,8.43566789538354,11.7421449885905,NA,NA,"601410_99999","601410_99999"
1986-01-01 12:00:00,1986,1,1,10.4440056169914,14.7800596805336,NA,NA,"601410_99999","601410_99999"
1986-01-02 12:00:00,1986,1,2,7.93830086010181,16.9908723889767,NA,NA,"601410_99999","601410_99999"
1986-01-03 12:00:00,1986,1,3,7.93156326673677,9.54311251314406,NA,NA,"601410_99999","601410_99999"
1986-01-04 12:00:00,1986,1,4,7.18413696715583,10.7700908455625,NA,NA,"601410_99999","601410_99999"
1986-01-05 12:00:00,1986,1,5,6.88286163522012,11.7779524807827,NA,NA,"601410_99999","601410_99999"
1986-01-06 12:00:00,1986,1,6,8.7770756538529,10.9921888713358,NA,NA,"601410_99999","601410_99999"
1986-01-07 12:00:00,1986,1,7,2.23801270941652,10.0407279029463,NA,NA,"601410_99999","601410_99999"
1986-01-08 12:00:00,1986,1,8,9.34751391132651,12.387901633459,NA,NA,"601410_99999","601410_99999"
1986-01-09 12:00:00,1986,1,9,10.3611561318206,13.7625607779579,NA,NA,"601410_99999","601410_99999"
1986-01-10 12:00:00,1986,1,10,9.85539348100126,14.0397082658023,NA,NA,"601410_99999","601410_99999"
1986-01-11 12:00:00,1986,1,11,6.33441383036197,19.7976769313884,NA,NA,"601410_99999","601410_99999"
1986-01-12 12:00:00,1986,1,12,3.11030073833964,16.0669908157753,NA,NA,"601410_99999","601410_99999"
1986-01-13 12:00:00,1986,1,13,10.3261416756562,16.1529126213592,NA,NA,"601410_99999","601410_99999"
1986-01-14 12:00:00,1986,1,14,1.51989247311828,18.6617383512545,NA,NA,"601410_99999","601410_99999"
1986-01-15 12:00:00,1986,1,15,5.49185900876722,16.7396672034353,NA,NA,"601410_99999","601410_99999"
1986-01-16 12:00:00,1986,1,16,5.25839585566274,12.089853519114,NA,NA,"601410_99999","601410_99999"
1986-01-17 12:00:00,1986,1,17,6.75387907972178,13.0033886213661,NA,NA,"601410_99999","601410_99999"
1986-01-18 12:00:00,1986,1,18,2.27198145175673,16.344658462636,NA,NA,"601410_99999","601410_99999"
1986-01-19 12:00:00,1986,1,19,0.87385936661299,17.2440508140991,NA,NA,"601410_99999","601410_99999"
1986-01-20 12:00:00,1986,1,20,10.0407049561639,14.3514045446413,NA,NA,"601410_99999","601410_99999"
1986-01-21 12:00:00,1986,1,21,8.75365028490029,14.3254985754986,NA,NA,"601410_99999","601410_99999"
1986-01-22 12:00:00,1986,1,22,10.3531238906638,10.715477458289,NA,NA,"601410_99999","601410_99999"
1986-01-23 12:00:00,1986,1,23,5.75810185185185,11.7024572649573,NA,NA,"601410_99999","601410_99999"
1986-01-24 12:00:00,1986,1,24,5.87522186723465,12.4191515796947,NA,NA,"601410_99999","601410_99999"
1986-01-25 12:00:00,1986,1,25,8.98555732766259,13.9624313308524,NA,NA,"601410_99999","601410_99999"
1986-01-26 12:00:00,1986,1,26,2.45729222045012,14.4369129895446,NA,NA,"601410_99999","601410_99999"
1986-01-27 12:00:00,1986,1,27,3.48233936812212,15.6470536031239,NA,NA,"601410_99999","601410_99999"
1986-01-28 12:00:00,1986,1,28,8.75376572744994,8.92545260915868,NA,NA,"601410_99999","601410_99999"
1986-01-29 12:00:00,1986,1,29,7.16737325560855,12.6354387827318,NA,NA,"601410_99999","601410_99999"
1986-01-30 12:00:00,1986,1,30,8.19404698816463,13.765923566879,NA,NA,"601410_99999","601410_99999"
1986-01-31 12:00:00,1986,1,31,5.89417989417989,9.03506447624095,NA,NA,"601410_99999","601410_99999"
1986-02-01 12:00:00,1986,2,1,3.15479957805907,9.2350765979926,NA,NA,"601410_99999","601410_99999"
1986-02-02 12:00:00,1986,2,2,3.36719160104987,9.16044514546092,NA,NA,"601410_99999","601410_99999"
1986-02-03 12:00:00,1986,2,3,6.84702598988313,10.1601153039832,NA,NA,"601410_99999","601410_99999"
1986-02-04 12:00:00,1986,2,4,7.86650992685475,13.0443921158207,NA,NA,"601410_99999","601410_99999"
1986-02-05 12:00:00,1986,2,5,7.14529914529915,9.90382599580713,NA,NA,"601410_99999","601410_99999"
1986-02-06 12:00:00,1986,2,6,4.07326007326007,5.81315513626834,NA,NA,"601410_99999","601410_99999"
1986-02-07 12:00:00,1986,2,7,4.50322187391153,10.9846502703646,NA,NA,"601410_99999","601410_99999"
1986-02-08 12:00:00,1986,2,8,8.48038194444444,10.2181359763519,NA,NA,"601410_99999","601410_99999"
1986-02-09 12:00:00,1986,2,9,10.2494348808903,13.9789272030651,NA,NA,"601410_99999","601410_99999"
1986-02-10 12:00:00,1986,2,10,10.3895727614953,13.861553781604,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-11 12:00:00,1986,2,11,10.5297106421003,13.7441803601429,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-12 12:00:00,1986,2,12,10.6698485227053,13.6268069386819,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-13 12:00:00,1986,2,13,10.8099864033102,13.5094335172208,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-14 12:00:00,1986,2,14,10.9501242839152,13.3920600957597,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-15 12:00:00,1986,2,15,11.0902621645202,13.2746866742986,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-16 12:00:00,1986,2,16,11.2304000451252,13.1573132528376,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-17 12:00:00,1986,2,17,11.3705379257302,13.0399398313765,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-18 12:00:00,1986,2,18,11.5106758063352,12.9225664099154,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-19 12:00:00,1986,2,19,11.6508136869401,12.8051929884543,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-20 12:00:00,1986,2,20,11.7909515675451,12.6878195669933,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-21 12:00:00,1986,2,21,11.9310894481501,12.5704461455322,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-22 12:00:00,1986,2,22,12.0712273287551,12.4530727240711,NA,NA,"601410_99999","601410_99999"
1986-02-23 12:00:00,1986,2,23,10.5638288874747,16.3376474731466,NA,NA,"linear_interpolation","linear_interpolation"
1986-02-24 12:00:00,1986,2,24,9.05643044619423,20.2222222222222,NA,NA,"601410_99999","601410_99999"
1986-02-25 12:00:00,1986,2,25,9.96270213875848,17.0010432968179,NA,NA,"601410_99999","601410_99999"
1986-02-26 12:00:00,1986,2,26,8.08142956040152,20.2382312218761,NA,NA,"601410_99999","601410_99999"
1986-02-27 12:00:00,1986,2,27,12.4738663897542,21.6235721703011,NA,NA,"601410_99999","601410_99999"
1986-02-28 12:00:00,1986,2,28,11.7037037037037,18.8321274763135,NA,NA,"601410_99999","601410_99999"
1986-03-01 12:00:00,1986,3,1,11.0934539190353,16.3191214470284,NA,NA,"601410_99999","601410_99999"
1986-03-02 12:00:00,1986,3,2,10.5477174849268,15.9268733850129,NA,NA,"601410_99999","601410_99999"
1986-03-03 12:00:00,1986,3,3,11.7590589043448,17.8105787394814,NA,NA,"601410_99999","601410_99999"
1986-03-04 12:00:00,1986,3,4,9.66623799725651,12.9978566529492,NA,NA,"601410_99999","601410_99999"
1986-03-05 12:00:00,1986,3,5,7.42057358749785,12.3391722479821,NA,NA,"601410_99999","601410_99999"
1986-03-06 12:00:00,1986,3,6,9.74538461538461,14.9665811965812,NA,NA,"601410_99999","601410_99999"
1986-03-07 12:00:00,1986,3,7,10.3493162393162,16.754358974359,NA,NA,"601410_99999","601410_99999"
1986-03-08 12:00:00,1986,3,8,7.64464925755248,10.5285031575354,NA,NA,"601410_99999","601410_99999"
1986-03-09 12:00:00,1986,3,9,6.76880341880342,13.2528205128205,NA,NA,"601410_99999","601410_99999"
1986-03-10 12:00:00,1986,3,10,5.06214689265536,13.7455059065229,NA,NA,"601410_99999","601410_99999"
1986-03-11 12:00:00,1986,3,11,8.59173525377229,14.630744170096,NA,NA,"601410_99999","601410_99999"
1986-03-12 12:00:00,1986,3,12,2.35505753048257,15.3648462991585,NA,NA,"601410_99999","601410_99999"
1986-03-13 12:00:00,1986,3,13,5.23385951459529,13.9376341745577,NA,NA,"linear_interpolation","linear_interpolation"
1986-03-14 12:00:00,1986,3,14,8.11266149870801,12.5104220499569,NA,NA,"601410_99999","601410_99999"
1986-03-15 12:00:00,1986,3,15,5.114044168392,16.7479296066253,NA,NA,"601410_99999","601410_99999"
1986-03-16 12:00:00,1986,3,16,4.49095607235142,17.2789836347976,NA,NA,"601410_99999","601410_99999"
1986-03-17 12:00:00,1986,3,17,10.8654110767114,17.74957000344,NA,NA,"601410_99999","601410_99999"
1986-03-18 12:00:00,1986,3,18,11.6058038007191,18.1223249443588,NA,NA,"601410_99999","601410_99999"
1986-03-19 12:00:00,1986,3,19,10.8830858508278,16.5079365079365,NA,NA,"601410_99999","601410_99999"
1986-03-20 12:00:00,1986,3,20,8.19684402804324,17.2493456924755,NA,NA,"linear_interpolation","linear_interpolation"
1986-03-21 12:00:00,1986,3,21,5.51060220525869,17.9907548770144,NA,NA,"601410_99999","601410_99999"
1986-03-22 12:00:00,1986,3,22,5.17789688616641,17.4938744257274,NA,NA,"601410_99999","601410_99999"
1986-03-23 12:00:00,1986,3,23,8.46424304488821,20.6962792285373,NA,NA,"601410_99999","601410_99999"
1986-03-24 12:00:00,1986,3,24,10.8558466016093,18.1867830850882,NA,NA,"601410_99999","601410_99999"
1986-03-25 12:00:00,1986,3,25,9.46147919876733,14.487587741825,NA,NA,"601410_99999","601410_99999"
1986-03-26 12:00:00,1986,3,26,6.28702389293648,18.0965030615846,NA,NA,"linear_interpolation","linear_interpolation"
